System.TimeCreated_attributes.SystemTime,EventData.CommandLine,EventData.Company,EventData.CreationUtcTime,EventData.CurrentDirectory,EventData.Description,EventData.DestinationHostname,EventData.DestinationIp,EventData.DestinationIsIpv6,EventData.DestinationPort,EventData.DestinationPortName,EventData.Details,EventData.EventType,EventData.FileVersion,EventData.Hashes,EventData.Image,EventData.Initiated,EventData.IntegrityLevel,EventData.LogonGuid,EventData.LogonId,EventData.OriginalFileName,EventData.ParentCommandLine,EventData.ParentImage,EventData.ParentProcessGuid,EventData.ParentProcessId,EventData.ParentUser,EventData.ProcessGuid,EventData.ProcessId,EventData.Product,EventData.Protocol,EventData.RuleName,EventData.SourceHostname,EventData.SourceIp,EventData.SourceIsIpv6,EventData.SourcePort,EventData.SourcePortName,EventData.TargetFilename,EventData.TargetObject,EventData.TerminalSessionId,EventData.User,EventData.UtcTime,System.Channel,System.Computer,System.Correlation,System.EventID,System.EventRecordID,System.Execution_attributes.ProcessID,System.Execution_attributes.ThreadID,System.Keywords,System.Level,System.Opcode,System.Provider_attributes.Guid,System.Provider_attributes.Name,System.Security_attributes.UserID,System.Task,System.Version
2023-02-10T07:32:29.804533Z,C:\Windows\system32\svchost.exe -k netsvcs -p -s wisvc,Microsoft Corporation,,C:\Windows\system32\,Host Process for Windows Services,,,,,,,,10.0.17763.3346 (WinBuild.160101.0800),"MD5=4DD18F001AC31D5F48F50F99E4AA1761,SHA256=2B105FB153B1BCD619B95028612B3A93C60B953EEF6837D3BB0099E4207AAF6B,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",C:\Windows\System32\svchost.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,svchost.exe,C:\Windows\system32\services.exe,C:\Windows\System32\services.exe,FF8B6A41-D5BE-63E5-0B00-000000000200,676,NT AUTHORITY\SYSTEM,FF8B6A41-F30D-63E5-7C01-000000000200,7060,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,0,NT AUTHORITY\SYSTEM,2023-02-10 07:32:29.802,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,695,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:32:30.430512Z,%%systemroot%%\system32\MusNotifyIcon.exe NotifyTrayIcon 10,Microsoft Corporation,,C:\Windows\system32\,MusNotifyIcon.exe,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=18431EB15C8177E1FD431E37EB8C174B,SHA256=97DD4E1996EC4CA61C57476DEC67E29C46946595473769FF3151228284B56B24,IMPHASH=66347AB7C85B5A3E9B71FD6DE905ACEC",C:\Windows\System32\MusNotifyIcon.exe,,High,FF8B6A41-D5C3-63E5-1697-020000000000,0x29716,MusNotifyIcon.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\svchost.exe,FF8B6A41-EC86-63E5-AA00-000000000200,5116,NT AUTHORITY\SYSTEM,FF8B6A41-F30E-63E5-7F01-000000000200,3848,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,1,WIN-4CKB6CSHOSJ\Administrator,2023-02-10 07:32:30.428,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,696,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:32:30.443405Z,,,2023-02-10 07:32:30.440,,,,,,,,,,,,C:\Windows\system32\svchost.exe,,,,,,,,,,,FF8B6A41-D5C0-63E5-2400-000000000200,1612,,,T1053,,,,,,C:\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\AC Power Download,,,NT AUTHORITY\SYSTEM,2023-02-10 07:32:30.440,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,11,697,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,11,2
2023-02-10T07:32:31.065648Z,%%systemroot%%\system32\MusNotifyIcon.exe NotifyTrayIcon 10,Microsoft Corporation,,C:\Windows\system32\,MusNotifyIcon.exe,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=18431EB15C8177E1FD431E37EB8C174B,SHA256=97DD4E1996EC4CA61C57476DEC67E29C46946595473769FF3151228284B56B24,IMPHASH=66347AB7C85B5A3E9B71FD6DE905ACEC",C:\Windows\System32\MusNotifyIcon.exe,,High,FF8B6A41-D5C3-63E5-1697-020000000000,0x29716,MusNotifyIcon.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\svchost.exe,FF8B6A41-EC86-63E5-AA00-000000000200,5116,NT AUTHORITY\SYSTEM,FF8B6A41-F30F-63E5-8001-000000000200,6256,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,1,WIN-4CKB6CSHOSJ\Administrator,2023-02-10 07:32:31.064,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,698,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:32:32.439560Z,%%systemroot%%\system32\MusNotifyIcon.exe NotifyTrayIcon 10,Microsoft Corporation,,C:\Windows\system32\,MusNotifyIcon.exe,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=18431EB15C8177E1FD431E37EB8C174B,SHA256=97DD4E1996EC4CA61C57476DEC67E29C46946595473769FF3151228284B56B24,IMPHASH=66347AB7C85B5A3E9B71FD6DE905ACEC",C:\Windows\System32\MusNotifyIcon.exe,,High,FF8B6A41-D5C3-63E5-1697-020000000000,0x29716,MusNotifyIcon.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\svchost.exe,FF8B6A41-EC86-63E5-AA00-000000000200,5116,NT AUTHORITY\SYSTEM,FF8B6A41-F310-63E5-8201-000000000200,6068,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,1,WIN-4CKB6CSHOSJ\Administrator,2023-02-10 07:32:32.437,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,699,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:32:32.662868Z,%%systemroot%%\system32\MusNotifyIcon.exe NotifyTrayIcon 10,Microsoft Corporation,,C:\Windows\system32\,MusNotifyIcon.exe,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=18431EB15C8177E1FD431E37EB8C174B,SHA256=97DD4E1996EC4CA61C57476DEC67E29C46946595473769FF3151228284B56B24,IMPHASH=66347AB7C85B5A3E9B71FD6DE905ACEC",C:\Windows\System32\MusNotifyIcon.exe,,High,FF8B6A41-D5C3-63E5-1697-020000000000,0x29716,MusNotifyIcon.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\svchost.exe,FF8B6A41-EC86-63E5-AA00-000000000200,5116,NT AUTHORITY\SYSTEM,FF8B6A41-F310-63E5-8301-000000000200,6220,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,1,WIN-4CKB6CSHOSJ\Administrator,2023-02-10 07:32:32.661,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,700,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:32:32.670417Z,%%systemroot%%\system32\MusNotifyIcon.exe NotifyTrayIcon 10,Microsoft Corporation,,C:\Windows\system32\,MusNotifyIcon.exe,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=18431EB15C8177E1FD431E37EB8C174B,SHA256=97DD4E1996EC4CA61C57476DEC67E29C46946595473769FF3151228284B56B24,IMPHASH=66347AB7C85B5A3E9B71FD6DE905ACEC",C:\Windows\System32\MusNotifyIcon.exe,,High,FF8B6A41-D5C3-63E5-1697-020000000000,0x29716,MusNotifyIcon.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\svchost.exe,FF8B6A41-EC86-63E5-AA00-000000000200,5116,NT AUTHORITY\SYSTEM,FF8B6A41-F310-63E5-8501-000000000200,6696,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,1,WIN-4CKB6CSHOSJ\Administrator,2023-02-10 07:32:32.668,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,701,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:34:59.730951Z,"""LogonUI.exe"" /flags:0x0 /state0:0xa3877855 /state1:0x41c64e6d",Microsoft Corporation,,C:\Windows\system32\,Windows Logon User Interface Host,,,,,,,,10.0.17763.1 (WinBuild.160101.0800),"MD5=33F89DD9629CB0422A2C17268376232D,SHA256=9358EF8CB7FB08581D74274005263BD8FA2E6E0FC443930B25FD345CF6CE9071,IMPHASH=B9B0B64B08B38276711093CA94348D39",C:\Windows\System32\LogonUI.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,logonui.exe,winlogon.exe,C:\Windows\System32\winlogon.exe,FF8B6A41-F27D-63E5-4A01-000000000200,5620,NT AUTHORITY\SYSTEM,FF8B6A41-F3A3-63E5-8601-000000000200,3664,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,NT AUTHORITY\SYSTEM,2023-02-10 07:34:59.729,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,702,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:34:59.733202Z,C:\Windows\system32\TSTheme.exe -Embedding,Microsoft Corporation,,C:\Windows\system32\,TSTheme Server Module,,,,,,,,10.0.17763.1697 (WinBuild.160101.0800),"MD5=678B049F46799F3FA858CE79376EB7B5,SHA256=C1879B15C38D1C9BB86BCFD08A0B7D8A0809C553F8F1985659D7DA0C883EA4F7,IMPHASH=B70390445EE6DE87340DFE5CB7439893",C:\Windows\System32\TSTheme.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,TSThemeS.exe,-,-,00000000-0000-0000-0000-000000000000,840,-,FF8B6A41-F3A3-63E5-8701-000000000200,5172,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:34:59.732,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,703,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:34:59.860092Z,taskhostw.exe KEYROAMING,Microsoft Corporation,,C:\Windows\system32\,Host Process for Windows Tasks,,,,,,,,10.0.17763.1852 (WinBuild.160101.0800),"MD5=8BD7B08DA6BCA54DF9B595E4D9281BEB,SHA256=DE85F29A8BC7219F10A4AC88654C3901ABC329D7505B21CD95CBF780D1EBCCF4,IMPHASH=9839C7FD9649496B162F72128209528A",C:\Windows\System32\taskhostw.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,taskhostw.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\svchost.exe,FF8B6A41-D5C0-63E5-2400-000000000200,1612,NT AUTHORITY\SYSTEM,FF8B6A41-F3A3-63E5-8801-000000000200,6644,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:34:59.858,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,704,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:35:13.025642Z,,,,,,,,,,,Binary Data,SetValue,,,C:\Windows\Explorer.EXE,,,,,,,,,,,FF8B6A41-F280-63E5-5C01-000000000200,6768,,,T1042,,,,,,,HKU\S-1-5-21-2015006658-2617748372-1685106364-1000\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.exe\OpenWithProgids\exefile,,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:35:13.020,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,705,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:36:29.728736Z,,,,,,WIN-4CKB6CSHOSJ.localdomain,192.168.224.137,False,3389,ms-wbt-server,,,,,C:\Windows\System32\svchost.exe,False,,,,,,,,,,FF8B6A41-D5BF-63E5-1500-000000000200,720,,tcp,RDP,-,192.168.224.130,False,37406,-,,,,NT AUTHORITY\NETWORK SERVICE,2023-02-10 06:02:02.966,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,3,706,2964,4384,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,3,5
2023-02-10T07:36:35.228625Z,\SystemRoot\System32\smss.exe 000000d0 00000084 ,Microsoft Corporation,,C:\Windows\,Windows Session Manager,,,,,,,,10.0.17763.1911 (WinBuild.160101.0800),"MD5=D509E4899A815B97E7E118D8BA56C2DB,SHA256=FAC9407ADDEE9DEB1D07CAE8F11E13CB5F4B99CFD87894A52747524C212E1C28,IMPHASH=DAECAD3A22D7A4FCCEA51C3FCE711183",C:\Windows\System32\smss.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,smss.exe,-,-,00000000-0000-0000-0000-000000000000,340,-,FF8B6A41-F403-63E5-8901-000000000200,2220,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,3,NT AUTHORITY\SYSTEM,2023-02-10 07:36:35.225,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,707,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:35.245956Z,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",Microsoft Corporation,,C:\Windows\system32\,Client Server Runtime Process,,,,,,,,10.0.17763.1 (WinBuild.160101.0800),"MD5=7D64128BC1EECE41196858897596EBC8,SHA256=FB40ED0FFA6BC795923A941DAB6B7D6B43583D0F152A6DF4D8953D2C1A0CB417,IMPHASH=A96FA9912E09E361274AD77F1A4B252C",C:\Windows\System32\csrss.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,CSRSS.Exe,\SystemRoot\System32\smss.exe 000000d0 00000084 ,C:\Windows\System32\smss.exe,FF8B6A41-F403-63E5-8901-000000000200,2220,NT AUTHORITY\SYSTEM,FF8B6A41-F403-63E5-8A01-000000000200,5200,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,3,NT AUTHORITY\SYSTEM,2023-02-10 07:36:35.243,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,708,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:35.274670Z,winlogon.exe,Microsoft Corporation,,C:\Windows\system32\,Windows Logon Application,,,,,,,,10.0.17763.3232 (WinBuild.160101.0800),"MD5=AD8E4B9B4327E5B955BC58094E890592,SHA256=FDB975400480FC9D68F3A9960747CB11993C210F48B916050A8DABE0D2CDFDD9,IMPHASH=B8CB4358207EF605DE290335BAD8DC40",C:\Windows\System32\winlogon.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,WINLOGON.EXE,\SystemRoot\System32\smss.exe 000000d0 00000084 ,C:\Windows\System32\smss.exe,FF8B6A41-F403-63E5-8901-000000000200,2220,NT AUTHORITY\SYSTEM,FF8B6A41-F403-63E5-8B01-000000000200,3768,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,3,NT AUTHORITY\SYSTEM,2023-02-10 07:36:35.272,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,709,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:35.435532Z,"""LogonUI.exe"" /flags:0x2 /state0:0xa387d055 /state1:0x41c64e6d",Microsoft Corporation,,C:\Windows\system32\,Windows Logon User Interface Host,,,,,,,,10.0.17763.1 (WinBuild.160101.0800),"MD5=33F89DD9629CB0422A2C17268376232D,SHA256=9358EF8CB7FB08581D74274005263BD8FA2E6E0FC443930B25FD345CF6CE9071,IMPHASH=B9B0B64B08B38276711093CA94348D39",C:\Windows\System32\LogonUI.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,logonui.exe,winlogon.exe,C:\Windows\System32\winlogon.exe,FF8B6A41-F403-63E5-8B01-000000000200,3768,NT AUTHORITY\SYSTEM,FF8B6A41-F403-63E5-8D01-000000000200,240,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,3,NT AUTHORITY\SYSTEM,2023-02-10 07:36:35.433,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,710,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:35.437031Z,"""dwm.exe""",Microsoft Corporation,,C:\Windows\system32\,Desktop Window Manager,,,,,,,,10.0.17763.831 (WinBuild.160101.0800),"MD5=5CE3CCA35D8B19967B25806B7FF69D0F,SHA256=5954A267C8F271798EC0AC18D5F67F21A70B47258B10601511CA2109FFFDCF71,IMPHASH=CC05EDB80F10F1D5E7EC964B8C83F969",C:\Windows\System32\dwm.exe,,System,FF8B6A41-F403-63E5-DE39-370000000000,0x3739de,dwm.exe,winlogon.exe,C:\Windows\System32\winlogon.exe,FF8B6A41-F403-63E5-8B01-000000000200,3768,NT AUTHORITY\SYSTEM,FF8B6A41-F403-63E5-8E01-000000000200,320,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,3,Window Manager\DWM-3,2023-02-10 07:36:35.434,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,711,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.293748Z,C:\Windows\system32\TSTheme.exe -Embedding,Microsoft Corporation,,C:\Windows\system32\,TSTheme Server Module,,,,,,,,10.0.17763.1697 (WinBuild.160101.0800),"MD5=678B049F46799F3FA858CE79376EB7B5,SHA256=C1879B15C38D1C9BB86BCFD08A0B7D8A0809C553F8F1985659D7DA0C883EA4F7,IMPHASH=B70390445EE6DE87340DFE5CB7439893",C:\Windows\System32\TSTheme.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,TSThemeS.exe,-,-,00000000-0000-0000-0000-000000000000,840,-,FF8B6A41-F404-63E5-8F01-000000000200,1596,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:36.291,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,712,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.549510Z,rdpclip,Microsoft Corporation,,C:\Windows\system32\,RDP Clipboard Monitor,,,,,,,,10.0.17763.1697 (WinBuild.160101.0800),"MD5=BFE0CEE883BD55C7691E7C1027E2332B,SHA256=4972CF79E61A6FF0C4EA410D55C7DEB00D7F799EA958946FCC2EE7FABF13FFEB,IMPHASH=E3F33CEBF67721DAC951AFBD20321206",C:\Windows\System32\rdpclip.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,rdpclip.exe,C:\Windows\System32\svchost.exe -k termsvcs -s TermService,C:\Windows\System32\svchost.exe,FF8B6A41-D5BF-63E5-1500-000000000200,720,NT AUTHORITY\NETWORK SERVICE,FF8B6A41-F404-63E5-9001-000000000200,6488,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:36.548,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,713,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.584534Z,C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -s ScDeviceEnum,Microsoft Corporation,,C:\Windows\system32\,Host Process for Windows Services,,,,,,,,10.0.17763.3346 (WinBuild.160101.0800),"MD5=4DD18F001AC31D5F48F50F99E4AA1761,SHA256=2B105FB153B1BCD619B95028612B3A93C60B953EEF6837D3BB0099E4207AAF6B,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",C:\Windows\System32\svchost.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,svchost.exe,C:\Windows\system32\services.exe,C:\Windows\System32\services.exe,FF8B6A41-D5BE-63E5-0B00-000000000200,676,NT AUTHORITY\SYSTEM,FF8B6A41-F404-63E5-9101-000000000200,1216,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,0,NT AUTHORITY\SYSTEM,2023-02-10 07:36:36.582,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,714,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.653391Z,taskhostw.exe KEYROAMING,Microsoft Corporation,,C:\Windows\system32\,Host Process for Windows Tasks,,,,,,,,10.0.17763.1852 (WinBuild.160101.0800),"MD5=8BD7B08DA6BCA54DF9B595E4D9281BEB,SHA256=DE85F29A8BC7219F10A4AC88654C3901ABC329D7505B21CD95CBF780D1EBCCF4,IMPHASH=9839C7FD9649496B162F72128209528A",C:\Windows\System32\taskhostw.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,taskhostw.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\svchost.exe,FF8B6A41-D5C0-63E5-2400-000000000200,1612,NT AUTHORITY\SYSTEM,FF8B6A41-F404-63E5-9201-000000000200,6176,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:36.652,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,715,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.805080Z,atbroker.exe,Microsoft Corporation,,C:\Windows\system32\,Windows Assistive Technology Manager,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=BBC5AB2E360EA092AAAD0098FDECDC70,SHA256=CE21ACAE03A54FC15CBF6FD553CA87ED778755D41A68A701A134790CF2E14F45,IMPHASH=3656F386F76B194C623C1891C47EEC49",C:\Windows\System32\AtBroker.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,ATBroker.exe,winlogon.exe,C:\Windows\System32\winlogon.exe,FF8B6A41-F27D-63E5-4A01-000000000200,5620,NT AUTHORITY\SYSTEM,FF8B6A41-F404-63E5-9301-000000000200,5456,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:36.802,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,716,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:36.973415Z,taskhostw.exe,Microsoft Corporation,,C:\Windows\system32\,Host Process for Windows Tasks,,,,,,,,10.0.17763.1852 (WinBuild.160101.0800),"MD5=8BD7B08DA6BCA54DF9B595E4D9281BEB,SHA256=DE85F29A8BC7219F10A4AC88654C3901ABC329D7505B21CD95CBF780D1EBCCF4,IMPHASH=9839C7FD9649496B162F72128209528A",C:\Windows\System32\taskhostw.exe,,System,FF8B6A41-D5BF-63E5-E703-000000000000,0x3e7,taskhostw.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\svchost.exe,FF8B6A41-D5C0-63E5-2400-000000000200,1612,NT AUTHORITY\SYSTEM,FF8B6A41-F404-63E5-9401-000000000200,5720,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,0,NT AUTHORITY\SYSTEM,2023-02-10 07:36:36.972,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,717,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:46.273823Z,C:\Windows\system32\OpenWith.exe -Embedding,Microsoft Corporation,,C:\Windows\system32\,Pick an app,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=5D6D2086CB85757C0028E0DA2566818C,SHA256=F032A62FF10257F7DCCFB0584C726B2D300C0923CC628B38858E4ED244884C0E,IMPHASH=A77B6C517B9F2590BF7CEBD852A3DD71",C:\Windows\System32\OpenWith.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,OpenWith.exe,-,-,00000000-0000-0000-0000-000000000000,840,-,FF8B6A41-F40E-63E5-9601-000000000200,2276,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:46.271,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,718,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:36:48.548199Z,,,,,,,,,,,%%SystemRoot%%\system32\NOTEPAD.EXE %%1,SetValue,,,C:\Windows\system32\OpenWith.exe,,,,,,,,,,,FF8B6A41-F40E-63E5-9601-000000000200,2276,,,T1042,,,,,,,HKU\S-1-5-21-2015006658-2617748372-1685106364-1000_Classes\java_auto_file\shell\edit\command\(Default),,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:36:48.540,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,719,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
